Username,Time and Date,Tweet Text,URL Links,Twitter Permalink
@iLoveMassad,5:52 AM - 18 Sep 2011,Silly silly child! RT @xLincolnYFanx: Oh jokes... RT @BlueEyedTatoes: #OMLA GOSH! #TGF RT @xLincolnYFanx: Green and black..? Um.. Ok then.., ,https://twitter.com/iLoveMassad/status/115362593740300289
@occupymla,2:05 AM - 14 Nov 2011,@savasavasava @ultramaricon (we seek to be freed from our parentheses) Join us! #omla, ,https://twitter.com/occupymla/status/135976738877476864
@ProfessorIsIn,12:31 AM - 15 Nov 2011,@occupymla   Go #omla!  Solidaridad!, ,https://twitter.com/ProfessorIsIn/status/136315375531982849
@occupymla,12:32 AM - 15 Nov 2011,RT @professorisin: @occupymla   Go #omla!  Solidaridad!, ,https://twitter.com/occupymla/status/136315690603921408
@occupymla,3:15 PM - 16 Nov 2011,Launching #omla hashtag for the movment.    Join us!, ,https://twitter.com/occupymla/status/136900123144884224
@occupymla,3:20 PM - 16 Nov 2011,Deepest gratitude for @PorfessorIsIn & the hashtag suggestion. #omla, ,https://twitter.com/occupymla/status/136901377338253313
@rgfeal,8:31 PM - 16 Nov 2011,The MLA speaks on student debt. People's-Mic that! https://twitter.com/mlanews/status/136943094426902528 … @occupymla #omla,http://t.co/b8m9sDIq,https://twitter.com/rgfeal/status/136979754288029696
@rgfeal,8:35 PM - 16 Nov 2011,Care about student debt? Join us! (and pls RT) https://twitter.com/mlanews/status/136943094426902528 … @occupymla #omla,http://t.co/b8m9sDIq,https://twitter.com/rgfeal/status/136980826817699840
@rbthisted,9:33 PM - 16 Nov 2011,MT @rgfeal: Care about student debt? Join us! http://bit.ly/sOE1YG  @occupymla #omla,http://t.co/k879JHGQ,https://twitter.com/rbthisted/status/136995219605426176
@occupymla,11:25 PM - 16 Nov 2011,Gargantua has turned his head!  Let the conversation begin: http://www.mla.org/fromthepres   Looking forward to our GAs in Seattle! #omla,http://t.co/ngUHYwSL,https://twitter.com/occupymla/status/137023645951328256
@occupymla,12:34 AM - 17 Nov 2011,@rgfeal @MLAConvention Our community shares the sentiment that you are attempting to contain us. #omla, ,https://twitter.com/occupymla/status/137040786901581824
@occupymla,12:38 AM - 17 Nov 2011,"@rgfeal Nonetheless, a small contingent believes you have other motives #omla", ,https://twitter.com/occupymla/status/137041940817518592
@occupymla,12:40 AM - 17 Nov 2011,"@rgfeal A third segment, smaller still, believes you are @occupymla #omla", ,https://twitter.com/occupymla/status/137042354531090433
@occupymla,12:43 AM - 17 Nov 2011,@rgfeal A fourth cadre believes we should de-emphasize Twitter and focus our energies on @mlaconvention #omla, ,https://twitter.com/occupymla/status/137043179764584448
@occupymla,9:35 AM - 17 Nov 2011,Panel for MLA was rejected?  Special session denied? Join us! #omla, ,https://twitter.com/occupymla/status/137176937620705280
@occupymla,10:20 AM - 17 Nov 2011,Attempting to identify panels friendly to #omla. Tweet or DM us., ,https://twitter.com/occupymla/status/137188243736231937
@occupymla,11:28 AM - 17 Nov 2011,The Communications Core has set up a new mail box for #omla : omla@mailinator.com, ,https://twitter.com/occupymla/status/137205540727169026
@occupymla,12:05 PM - 17 Nov 2011,"Corps & Orgs declare we ALL sleep in the bed the markets made, yet when we awake we surely find they have stolen all the covers #omla", ,https://twitter.com/occupymla/status/137214691368906752
@occupymla,1:15 PM - 17 Nov 2011,We will soon be accepting proposals for the shadowMLA via Twitter. #omla, ,https://twitter.com/occupymla/status/137232316018851840
@occupymla,2:13 PM - 17 Nov 2011,@AdjunctNation Let us build a coalition! #omla, ,https://twitter.com/occupymla/status/137247078287024128
@occupymla,2:15 PM - 17 Nov 2011,@KeethInk It is our understanding that we are engaged in a two-step with @rgfeal #nounpleasantriesintended #omla, ,https://twitter.com/occupymla/status/137247615900319744
@MLAnews,2:22 PM - 17 Nov 2011,"tx @ColumbiaUP. The MLA sees debt, time to degree, changes in hiring, shifts in schol communic as interrelated. That is what #omla is abt.", ,https://twitter.com/MLAnews/status/137249278371438593
@JenHoward,2:26 PM - 17 Nov 2011,Does the hashtag make the movement? @occupymla claims #omla., ,https://twitter.com/JenHoward/status/137250340453097472
@occupymla,2:55 PM - 17 Nov 2011,@KeethInk #altMLA #hackMLA #pMLA inspired our movement. Many from those tags have joined us. #omla, ,https://twitter.com/occupymla/status/137257496514531328
@occupymla,3:00 PM - 17 Nov 2011,Will you join us along the road to Seattle? #omla #mla12, ,https://twitter.com/occupymla/status/137258836267503616
@rgfeal,3:16 PM - 17 Nov 2011,.@academicdave as well we all should be--righteously indignant-- hence the real spirit of #ows #omla #occupycampuses, ,https://twitter.com/rgfeal/status/137262746164150273
@occupymla,5:25 PM - 17 Nov 2011,It appears @rgfeal does not wish us to use #omla. We are getting through! Join us!, ,https://twitter.com/occupymla/status/137295247431569409
@readywriting,10:21 PM - 17 Nov 2011,Lost Generation(s): Thoughts on MLA’s Reforming Ph.D. Programs | Inside Higher Ed: http://bit.ly/rVQaLl  #OMLA #highered #phdchat #humanities,http://t.co/2h9i3dbB,https://twitter.com/readywriting/status/137369870152114176
@nickmirzoeff,10:28 PM - 17 Nov 2011,"""Can't Pay! Won't Pay! Don't Pay"" Student Debt Refusal campaign launches Monday Zucotti Park 1.30pm http://www.thenation.com/article/164686/students-debt-cant-pay-wont-pay-dont-pay … #omla #ows",http://t.co/VjX2GKZY,https://twitter.com/nickmirzoeff/status/137371695097970688
@readywriting,10:21 PM - 17 Nov 2011,Lost Generation(s): Thoughts on MLA’s Reforming Ph.D. Programs | Inside Higher Ed: http://bit.ly/rVQaLl  #OMLA #highered #phdchat #humanities,http://t.co/2h9i3dbB,https://twitter.com/readywriting/status/137369870152114176
@The_book_girl,1:27 AM - 18 Nov 2011,RT @occupymla Corps & Orgs declare we ALL sleep in the bed the markets made yet when we awake we find they have stolen all the covers #omla, ,https://twitter.com/The_book_girl/status/137416626659278848
@occupymla,11:20 AM - 18 Nov 2011,@NewFacMajority So glad to meet you!  We are building a coalition with @AdjunctNation.  Will you consider joining us? #omla, ,https://twitter.com/occupymla/status/137565755284783105
@occupymla,12:30 PM - 18 Nov 2011,PFC: Tweet you Proposals For Counterpresentations at @MLAConvention in Seattle #omla, ,https://twitter.com/occupymla/status/137583398637146112
@occupymla,12:40 PM - 18 Nov 2011,"Re:PFC: If you wish to submit a proposal longer than 140 characters, please email  omla@mailinator.com #omla", ,https://twitter.com/occupymla/status/137585877714087936
@occupymla,2:25 PM - 18 Nov 2011,Building a human gramophone. Join us! #omla, ,https://twitter.com/occupymla/status/137612311551680512
@occupymla,3:20 PM - 18 Nov 2011,Issuing apology re: prev post: the GA leave posting via the jointly held @occupymla to the discretion of he/she who posts #omla, ,https://twitter.com/occupymla/status/137626144680849410
@readywriting,3:26 PM - 18 Nov 2011,Lost Generation(s): Thoughts on MLA’s Reforming Ph.D. Programs http://j.mp/shOo6R  #omla #highered #loveHE #cndpse #phdchat,http://t.co/TnjePuYV,https://twitter.com/readywriting/status/137627645797072897
@readywriting,10:48 PM - 18 Nov 2011,Lost Generation(s): Thoughts on MLA’s Reforming Ph.D. Programs http://j.mp/shOo6R  Who benefits? #highered #omla #loveHE #cndpse #phdchat,http://t.co/TnjePuYV,https://twitter.com/readywriting/status/137738878588157952
@occupymla,8:20 AM - 20 Nov 2011,The Powers That Be are attempting to redirect discussion by using their preferred #occupyhashtags #omla, ,https://twitter.com/occupymla/status/138245217034838016
@rgfeal,12:41 PM - 20 Nov 2011,.@readywriting @wpwend42 maybe the #ocampuses #omla #oacademia will unite everyone who believes system is broken., ,https://twitter.com/rgfeal/status/138310943707901953
@occupymla,1:30 PM - 20 Nov 2011,"Apologies again, experiencing a bit of disagreement among the #omla GA about the usage of our joint Twitter account.", ,https://twitter.com/occupymla/status/138323238592847872
@PhDsAtWork,4:17 PM - 20 Nov 2011,"Now on Facebook! Head on over and join me. ""Like"" CORP 101!  http://ht.ly/7zDCk  #PhDChat #HigherEd #jobsearch #omla",http://t.co/hEw4x2eB,https://twitter.com/PhDsAtWork/status/138365364965879808
@occupymla,5:15 PM - 20 Nov 2011,Feeling adjunctified?  Please tweet your stories. #omla, ,https://twitter.com/occupymla/status/138379869041082369
@JohnACaseyJr,5:52 PM - 20 Nov 2011,#MLA is so far behind the times I don't know whether to laugh or cry.  Talk is cheap.  Time to act. #leadorbeleftbehind #omla, ,https://twitter.com/JohnACaseyJr/status/138389352903491584
@nickmirzoeff,7:17 PM - 20 Nov 2011,Can't Pay! Won't Pay! Join us! Don't Pay! Occupy Student Debt campaign launch Monday 1.30pm Zuccotti Pk http://occupystudentdebtcampaign.com/  #OWS #omla,http://t.co/7Z6Xyg6c,https://twitter.com/nickmirzoeff/status/138410583660834816
@occupymla,11:25 PM - 20 Nov 2011,@readywriting We stand at your side in solidarity. #omla, ,https://twitter.com/occupymla/status/138473198655242241
@occupymla,11:31 PM - 20 Nov 2011,"In every movement, a decisive moment, when arise leaders. @readywriting This is your hour. #omla.", ,https://twitter.com/occupymla/status/138474560893882368
@nickmirzoeff,8:48 AM - 21 Nov 2011,Live for pledges of Student Debt Refusal and support http://occupystudentdebtcampaign.com/ . Rally at Zucotti 1.30 pm #OWS #stdntdebtpledge #omla,http://t.co/7Z6Xyg6c,https://twitter.com/nickmirzoeff/status/138614728464416769
@readywriting,12:12 PM - 21 Nov 2011,"Take Back #HigherEd http://j.mp/vUSFVw  I'm mad as hell at those in higher ed who do nothing, stay silent #loveHE #cndpse #omla #ows",http://t.co/fT2tmNAU,https://twitter.com/readywriting/status/138665999019933697
@occupymla,12:47 PM - 21 Nov 2011,"In many ways, Seattle was the birth place of the current wave of public dissent #omla Join us!", ,https://twitter.com/occupymla/status/138674855527723008
@readywriting,1:14 PM - 21 Nov 2011,Take Back Higher Education | Inside Higher Ed: http://bit.ly/tDeJAX  Great discussion going on in the comments #highered #adjuncts #omla,http://t.co/AWsHnco1,https://twitter.com/readywriting/status/138681780101332992
@readywriting,3:26 PM - 21 Nov 2011,"Take Back #HigherEd http://j.mp/vUSFVw  Scared, complicit silence is no longer an option #ucdavis #psu #adjuncts #omla #loveHE #cndpse",http://t.co/fT2tmNAU,https://twitter.com/readywriting/status/138714813617537024
@marigolds,4:09 PM - 21 Nov 2011,http://chronicle.com/article/Bootstrapping-My-Way-Into-the/129640/ … #omla,http://t.co/y8twXM3S,https://twitter.com/marigolds/status/138725852149055488
@occupymla,4:12 PM - 21 Nov 2011,Why is MLA the site of our protest? Why Wall Street? The insinuations of synecdoche #omla, ,https://twitter.com/occupymla/status/138726552589434880
@occupymla,7:34 PM - 21 Nov 2011,Looking for #mla12 panel recs. #omla, ,https://twitter.com/occupymla/status/138777275750551552
@occupymla,8:14 PM - 21 Nov 2011,"Also, amassing a list for carpool/vanpool to Seattle for those near enough #omla", ,https://twitter.com/occupymla/status/138787500578709504
@readywriting,10:46 PM - 21 Nov 2011,Open Letter to MLA director @rgfeal -talk is cheap on non-TT issue. Time for action http://johnacaseyjr.wordpress.com/2011/11/21/an-open-letter-to-mla-executive-director-rosemary-feal/ … #highered by @JohnACaseyJr #omla,http://t.co/6Aqf8kPD,https://twitter.com/readywriting/status/138825732603383809
@occupymla,11:11 PM - 21 Nov 2011,RT @johnacaseyjr: An Open Letter to MLA Executive Director Rosemary Feal http://wp.me/p1MyOa-2q  #omla,http://t.co/pbbpIrSZ,https://twitter.com/occupymla/status/138831916630687745
@PhDsAtWork,1:45 AM - 22 Nov 2011,"You are too smart, too dedicated, and you have given up too much to not be properly rewarded. http://ht.ly/7Be77  #phdchat #highered #omla",http://t.co/edYggi1r,https://twitter.com/PhDsAtWork/status/138870764161085440
@readywriting,10:44 AM - 22 Nov 2011,Do unions effectively represent contingent faculty? http://chronicle.com/article/Unions-Confront-Fault-Lines/129836/ … #highered #adjuncts #omla #takebackhighered,http://t.co/jYvHTMtd,https://twitter.com/readywriting/status/139006254453501953
@occupymla,10:49 AM - 22 Nov 2011,Suspect the digerati are eating the literati's breakfast (& then tweeting about it?). Join us! #omla #dh, ,https://twitter.com/occupymla/status/139007621465255939
@occupymla,11:50 AM - 22 Nov 2011,RT @readywriting: Do unions effectively represent contingent faculty? http://chronicle.com/article/Unions … #highered #adjuncts #omla...,http://t.co/pphrz0gl,https://twitter.com/occupymla/status/139022840824471553
@occupymla,1:35 PM - 22 Nov 2011,Funny how neither MLA (lit. or leg.) actually represents us! #omla, ,https://twitter.com/occupymla/status/139049302570962944
@occupymla,2:05 PM - 22 Nov 2011,"If MLA does not stand for YOU, what do those letters stand for? #omla #mla12", ,https://twitter.com/occupymla/status/139056823230668800
@occupymla,4:32 PM - 22 Nov 2011,MLA: Misleading Lecturers & Adjuncts #omla #mla12, ,https://twitter.com/occupymla/status/139093977164034048
@readywriting,4:56 PM - 22 Nov 2011,More on the (apparent) contempt TT faculty show for those off the TT http://bit.ly/upafQB  #highered #adjuncts #OMLA,http://t.co/g12Q2PCP,https://twitter.com/readywriting/status/139099878994362369
@occupymla,5:15 PM - 22 Nov 2011,RT @readywriting: More on the (apparent) contempt TT faculty show for those off the TT http://bit.ly/upafQB  #highered #adjuncts #OMLA,http://t.co/P9KNd25n,https://twitter.com/occupymla/status/139104712455749632
@occupymla,6:10 PM - 22 Nov 2011,RT @x_c_aronson: i love english but hate MLA #claireholtzproblems #omla, ,https://twitter.com/occupymla/status/139118471274438656
@qui_oui,6:47 PM - 22 Nov 2011,RT @readywriting: More on the (apparent) contempt TT faculty show for those off the TT http://bit.ly/upafQB  #highered #adjuncts #OMLA,http://t.co/CB16SlEk,https://twitter.com/qui_oui/status/139127832491208704
@occupymla,7:05 PM - 22 Nov 2011,"GA reminder, AS PER OUR AGREEMENT we are NOT to use the #omla account to retweet various complaints about MLA format.", ,https://twitter.com/occupymla/status/139132312561516544
@occupymla,1:05 AM - 23 Nov 2011,We have had some disagreement regarding how to operate a people's twitter account. #omla, ,https://twitter.com/occupymla/status/139222905170042880
@occupymla,1:10 AM - 23 Nov 2011,"In attempting to provide a pulpit for profs without panels, we do not wish to over police ourselves #omla", ,https://twitter.com/occupymla/status/139224175377264640
@occupymla,1:15 AM - 23 Nov 2011,Nonetheless we have reached a consensus and hope to strive for greater regularity without suppressing the voices of our cause #omla, ,https://twitter.com/occupymla/status/139225433181917185
@occupymla,1:20 AM - 23 Nov 2011,"We, the 999 lines, stand in solidarity with you who have taken up the #omla banner. We look forward to the road to Seattle #mla12", ,https://twitter.com/occupymla/status/139226682577002496
@occupymla,7:20 AM - 23 Nov 2011,RT @johnacaseyjr: #mla seems to stand for making language absurd.  An elegant way of passing the buck.  #leadorbeleftbehind #omla, ,https://twitter.com/occupymla/status/139317277903425536
@occupymla,10:30 AM - 23 Nov 2011,Announcing the Occupy MLA T-Shirt Design Contest.  #omla #omlashirts #mla12, ,https://twitter.com/occupymla/status/139365145867591680
@occupymla,11:30 AM - 23 Nov 2011,@AdjunctHulk Use your verdant might to free yourself from the lowercase bonds of ancillary servitude! Join us! #mla12 #omla, ,https://twitter.com/occupymla/status/139380233907355649
@occupymla,11:51 AM - 23 Nov 2011,#omla #mla12 RT @moodyfred: Counting down to Occupy MLA Seattle., ,https://twitter.com/occupymla/status/139385468935614466
@occupymla,12:07 PM - 23 Nov 2011,"@mattthomas What color then?  Scarlet?  Taupe?  Something resonant, like this: http://www.snorgtees.com/t-shirts/wanted-dead-and-alive … #omla",http://t.co/7oYRDqp4,https://twitter.com/occupymla/status/139389684437626880
@occupymla,12:15 PM - 23 Nov 2011,"@mattthomas Safety orange! Yea, verily! Twill be complementary to @adjuncthulk once he joins our movement #omla #mla12", ,https://twitter.com/occupymla/status/139391509140226048
@occupymla,1:30 PM - 23 Nov 2011,Love this title: Mokes with Jokes  #omla #mla12 #294, ,https://twitter.com/occupymla/status/139410465171324930
@occupymla,2:25 PM - 23 Nov 2011,Seeking recommendations of #mla12 panels. #omla, ,https://twitter.com/occupymla/status/139424260144889856
@occupymla,3:09 PM - 23 Nov 2011,Thnx MT @bendprof: 68. What Works? Integrating Culture into First-Year English and Foreign Language Courses #mla12 #omla, ,https://twitter.com/occupymla/status/139435512187457536
@occupymla,12:05 PM - 24 Nov 2011,First #omla tshirt design entry. Keep sending & tweeting your designs. #omlashirts #mla12 http://ow.ly/i/lYTQ ,http://t.co/iDZxpzZp,https://twitter.com/occupymla/status/139751424144842754
@JohnACaseyJr,1:08 PM - 24 Nov 2011,Denizens in the Realm--A Response to Rosemary Feal http://wp.me/p1MyOa-2z  /via @wordpressdotcom  #omla #leadorbeleftbehind,http://t.co/AQYkASCj,https://twitter.com/JohnACaseyJr/status/139767473091256320
@occupymla,12:10 AM - 25 Nov 2011,"Please, post your comments on the #omlashirts entries as the submissions are shared #mla12 #omla", ,https://twitter.com/occupymla/status/139933841384153089
@occupymla,7:30 AM - 25 Nov 2011,RT @johnacaseyjr: Denizens in the Realm--A Response to Rosemary Feal http://wp.me/p1MyOa-2z  /via @wordpressdotcom  #omla #leadorbeleftbehind,http://t.co/EQ8qj8tj,https://twitter.com/occupymla/status/140044578366558209
@occupymla,7:35 AM - 25 Nov 2011,I'm a little worried that @JohnACaseyJr is putting himself in jeopardy by all these posts. #omla #mla12, ,https://twitter.com/occupymla/status/140045848418594817
@occupymla,11:05 AM - 25 Nov 2011,#omla is a movement. @occupmla is a practicality to shield the most vulnerable of our number. Imperfect but necessary., ,https://twitter.com/occupymla/status/140098709013794816
@occupymla,12:45 PM - 25 Nov 2011,Second entry in the #omlashirts contest: http://ow.ly/i/lZ2L  We are not sure of copyright issues in this case #omla #mla12,http://t.co/hqVXLgI7,https://twitter.com/occupymla/status/140123880021958657
@occupymla,1:10 PM - 25 Nov 2011,"Unfortunately, the winner of the #omlashirts contest will be kept anonymous but you can take pride at #mla12 whenever you see them. #omla", ,https://twitter.com/occupymla/status/140130140750495744
@occupymla,11:20 AM - 27 Nov 2011,Third entry in the #omlashirts contest http://ow.ly/i/mbJm  #omla #mla12 Vote for your favorite or post your own,http://t.co/VC356aGx,https://twitter.com/occupymla/status/140827235941761024
@occupymla,12:50 PM - 27 Nov 2011,Even though penultimate MEANS that we'd made our FINAL tweet.  But we didn't. And everyone makes mistakes on Twitter.  #omla, ,https://twitter.com/occupymla/status/140849879902732288
@occupymla,3:05 PM - 27 Nov 2011,"Theme Song! #omla #mla12 RT @itswavey: Sleepless in Seattle, tired in Toronto.... http://www.youtube.com/watch?v=kR6z8297OG0&feature=player_embedded …",http://t.co/q5126hOx,https://twitter.com/occupymla/status/140883852926259201
@occupymla,8:30 PM - 27 Nov 2011,Remember setting tabs and carriage returns for MLA Format by hand? Join us! #omla #mla12, ,https://twitter.com/occupymla/status/140965649764716544
@occupymla,8:30 AM - 28 Nov 2011,Enjoy explaining to family that their holiday is an historical palimpsest? Join us! #omla #mla12, ,https://twitter.com/occupymla/status/141146893576175616
@occupymla,10:10 AM - 28 Nov 2011,The fourth entry in the #omlashirts contest is in! #mla12 #omla http://ow.ly/i/meJC  This design is *olde scole*!,http://t.co/Ebzfzfd2,https://twitter.com/occupymla/status/141172019394916352
@occupymla,3:59 PM - 28 Nov 2011,The time has arrived to coordinate travel plans to #mla12!  #omla, ,https://twitter.com/occupymla/status/141259959374577664
@occupymla,4:24 PM - 28 Nov 2011,@readywriting Your dilemma speaks to the heart of #omla. However @briancroxall taught us you do not have to attend to participate #mla12, ,https://twitter.com/occupymla/status/141266300503732224
@occupymla,6:49 PM - 28 Nov 2011,We just want to make sure you are protected from retribution! #omla, ,https://twitter.com/occupymla/status/141302726452707329
@occupymla,11:25 PM - 28 Nov 2011,Sorry wrong account. #omla #mla12, ,https://twitter.com/occupymla/status/141372192591065088
@occupymla,12:00 AM - 29 Nov 2011,Continuing to build our list of #mla12 panels that #omla - friendly. The program is staggering., ,https://twitter.com/occupymla/status/141381041406484481
@occupymla,12:15 AM - 29 Nov 2011,Support #omla & the movement for improved conditions for alll Lit & Lang PhDs? Tell us when you will present! #mla12 No panel? Join us!, ,https://twitter.com/occupymla/status/141384662034558978
@occupymla,10:20 AM - 29 Nov 2011,"Even though we're the butt of this, we post the fifth submission in the #omlashirts contest #omla #mla12 http://ow.ly/i/mjsI ",http://t.co/8RviLaXH,https://twitter.com/occupymla/status/141536918763601922
@occupymla,11:20 AM - 29 Nov 2011,"We, the 999 lines, wish to remind everyone that #omla stands for more than a mere tee shirt contest. #mla12", ,https://twitter.com/occupymla/status/141552012000112640
@occupymla,11:30 AM - 29 Nov 2011,"However, we'd also like to mention that the #omlashirts contest is an important fundraiser we've been planning for a long time. #omla", ,https://twitter.com/occupymla/status/141554570949177345
@occupymla,11:40 AM - 29 Nov 2011,"Nevertheless, this collective movement should not to be besmirched by peddling merchandise #omla", ,https://twitter.com/occupymla/status/141557060084047872
@GeorgeOnline,12:43 PM - 29 Nov 2011,"If you think of yrself as rebel alliance challenging an evil empire, then the public in-fighting via your Twitter feed needs to stop. #omla", ,https://twitter.com/GeorgeOnline/status/141572954097065984
@GeorgeOnline,12:44 PM - 29 Nov 2011,"( Or, to put it bluntly http://ow.ly/7IKNQ  ) #omla",http://t.co/HwZAXFp6,https://twitter.com/GeorgeOnline/status/141573147811004418
@GeorgeOnline,1:11 PM - 29 Nov 2011,@rgfeal @ncecire Here's where #omla is correct: conditions for contingent labor in higher ed are abominable. +, ,https://twitter.com/GeorgeOnline/status/141579940071084032
@GeorgeOnline,1:12 PM - 29 Nov 2011,@rgfeal @ncecire But making the MLA the target of your ire and your movement is not going to get you very far. + #omla #imho, ,https://twitter.com/GeorgeOnline/status/141580191670599681
@GeorgeOnline,1:12 PM - 29 Nov 2011,"@rgfeal @ncecire And #omla needs to decide who they think their allies are. So far, they're busy alienating everyone. +", ,https://twitter.com/GeorgeOnline/status/141580397082460161
@GeorgeOnline,1:15 PM - 29 Nov 2011,"@rgfeal @ncecire DH academics, alt-ac professionals, ppl who think FYC is a desirable class to teach, ppl who like MLA style... #omla +", ,https://twitter.com/GeorgeOnline/status/141581104305012736
@amandafrench,1:15 PM - 29 Nov 2011,RT @GeorgeOnline: Here's where #omla is correct: conditions for contingent labor in higher ed are abominable. +, ,https://twitter.com/amandafrench/status/141581104669929473
@amandafrench,1:15 PM - 29 Nov 2011,RT @GeorgeOnline: But making the MLA the target of your ire and your movement is not going to get you very far. + #omla #imho, ,https://twitter.com/amandafrench/status/141581170080096256
@GeorgeOnline,1:17 PM - 29 Nov 2011,"""You know middle English. You shouldn't have to teach freshman comp."" Seriously? That's your revolutionary slogan? #omla -", ,https://twitter.com/GeorgeOnline/status/141581462569889792
@mla2012,1:18 PM - 29 Nov 2011,"I'm so lonely. If only someone would, oh, I don't know, occupy me? Like with shirts and mindless retweets? #MLA12 #omla", ,https://twitter.com/mla2012/status/141581917567983616
@loriemerson,1:20 PM - 29 Nov 2011,"@GeorgeOnline even if #omla is supposed to be wry, funny, parodic it's not really hitting the mark...", ,https://twitter.com/loriemerson/status/141582293994192896
@mla2012,1:21 PM - 29 Nov 2011,I just want to be loved! #MLA12 #omla, ,https://twitter.com/mla2012/status/141582520876666881
@GeorgeOnline,1:35 PM - 29 Nov 2011,@jjory7 @afamiglietti Hashtag: #omla. Twitter feed: @occupymla. News article: http://ow.ly/7IPLQ  Critique: http://ow.ly/7IPU4 ,http://t.co/Ce9QgEhq,https://twitter.com/GeorgeOnline/status/141586081647828992
@occupymla,3:05 PM - 29 Nov 2011,Great moments in MLA protests: #MLA79 Alice Walker stands up to claim the power of Zora Neale Hurston's voice and her own #mla12 #omla, ,https://twitter.com/occupymla/status/141608629013975041
@alothian,3:32 PM - 29 Nov 2011,RT @amandafrench: RT @GeorgeOnline: Here's where #omla is correct: conditions for contingent labor in higher ed are abominable. +, ,https://twitter.com/alothian/status/141615440710471681
@alothian,3:32 PM - 29 Nov 2011,RT @amandafrench: RT @GeorgeOnline: But making  MLA the target of your ire and your movement is not going to get you very far. + #omla #imho, ,https://twitter.com/alothian/status/141615476970225664
@occupymla,4:30 PM - 29 Nov 2011,RT @amandafrench: RT @GeorgeOnline: Here's where #omla is correct: conditions for contingent labor in higher ed are abominable. + #mla12, ,https://twitter.com/occupymla/status/141630017972080641
@GeorgeOnline,5:09 PM - 29 Nov 2011,.@occupymla Your MT makes no sense. Relationship of the MLA to faculty (TT/ NTT) is not equivalent to that of Wall Street to the 99%. #omla, ,https://twitter.com/GeorgeOnline/status/141640054832500738
@occupymla,5:15 PM - 29 Nov 2011,"@georgeonline Like WS, MLA is the site for our occupation. Metonymic/synecdochic for a  disfunctional, inequitable system. #mla12 #omla", ,https://twitter.com/occupymla/status/141641437841338368
@ryancordell,5:17 PM - 29 Nov 2011,Just tuning into @georgeonline’s wonderful discussion of what #omla gets right & where it misses the mark for its ire, ,https://twitter.com/ryancordell/status/141641874770378752
@GeorgeOnline,5:37 PM - 29 Nov 2011,"Sincere advice for @occupymla: Spend $10 to buy domain name occupymla.org, then start a blog & make statements > 140 characters #omla #mla12", ,https://twitter.com/GeorgeOnline/status/141647049983672321
@occupymla,5:50 PM - 29 Nov 2011,"@georgeonline Well, we have to wait till #MLA12 before we can #omla.", ,https://twitter.com/occupymla/status/141650210840526848
@occupymla,5:52 PM - 29 Nov 2011,@georgeonline Can we count on you to help us (better) articulate the calls for reform? #omla #mla12, ,https://twitter.com/occupymla/status/141650735187238913
@occupymla,5:58 PM - 29 Nov 2011,@georgeonline We view these short messages as only the beginning of a much larger conversation+ #mla12 #omla, ,https://twitter.com/occupymla/status/141652320013385728
@occupymla,6:00 PM - 29 Nov 2011,"@georgeonline However, our internal group is a diverse contingent, and consensus is a process. #omla #mla12", ,https://twitter.com/occupymla/status/141652758234279939
