Username,Time and Date,Tweet Text,URL Links,Twitter Permalink
@GreysonMeyer,8:25 PM - 10 Feb 2013,Won't wash off #sootfall pic.twitter.com/uiuSbQym,http://t.co/uiuSbQym,https://twitter.com/GreysonMeyer/status/300777613918629889
@AbarisBrautigan,8:30 PM - 10 Feb 2013,"@fsynchronicity What's the pattern, Fred? Electracy is the epoch of the pattern.  #sootfall", ,https://twitter.com/AbarisBrautigan/status/300778740080852993
@SheriffHarmon,8:31 PM - 10 Feb 2013,http://sheriffharmon.wordpress.com/2013/02/11/severe-weather-conditions/ … #sootfall MORE INFORMATION HERE. Please stay in your homes and Await further instructions. Thank You.,http://t.co/sIIDEy8o,https://twitter.com/SheriffHarmon/status/300779148819955712
@FSynchronicity,8:34 PM - 10 Feb 2013,"@AbarisBrautigan If you don't see it, then you're not looking hard enough. Check in your ""noosphere"". #sootfall", ,https://twitter.com/FSynchronicity/status/300779864196276225
@CarrieFostor,8:40 PM - 10 Feb 2013,@GreysonMeyer I am not venturing out into what ever that is!  #sootfall, ,https://twitter.com/CarrieFostor/status/300781396048375808
@HensKnits,8:41 PM - 10 Feb 2013,Taking advantage of all this #sootfall: husband made some delicious Indian and now we're sitting by the fire. Crocheting a new hat..., ,https://twitter.com/HensKnits/status/300781610993852419
@PerryHiggs,8:46 PM - 10 Feb 2013,can't help but believe that this... #sootfall... is meant for me and for the future of alternative medecine. feeling hopeful., ,https://twitter.com/PerryHiggs/status/300782880743903232
@AbarisBrautigan,8:47 PM - 10 Feb 2013,"@Fsynchronicity The allegorical is hidden in the everyday: ""Minute quantities of the fullerene molecules are hidden in soot..."" #sootfall", ,https://twitter.com/AbarisBrautigan/status/300783060100734976
@AbarisBrautigan,8:50 PM - 10 Feb 2013,"@Fsynchronicity ""...formed by lightning discharges in the atmosphere.""  Watch the lightning strike and feel the surging lifeforce #sootfall", ,https://twitter.com/AbarisBrautigan/status/300783765079347200
@FSynchronicity,8:50 PM - 10 Feb 2013,"Is it just me, or is this #sootfall really bringing out this town's more ""interesting"" characters? Looking forward to meeting (some) of you.", ,https://twitter.com/FSynchronicity/status/300783841931558912
@AbarisBrautigan,8:55 PM - 10 Feb 2013,"@fsynchronicity Science is literate, poetry electrate. You want evidence; I consider the well-being of Troy. Are we so different? #sootfall", ,https://twitter.com/AbarisBrautigan/status/300785127385100288
@AbarisBrautigan,9:08 PM - 10 Feb 2013,@rufus_park @Fsynchronicity @TroyLibLenore Ontology is the study of being. How many things didn't exist until we recognized them? #sootfall, ,https://twitter.com/AbarisBrautigan/status/300788267157180418
@vernKaiser3,9:09 PM - 10 Feb 2013,"@gmendlz @GreysonMeyer @TroyLibLenore at least this is exciting, maybe a break from forest living/good excuse to be in town #trees #sootfall", ,https://twitter.com/vernKaiser3/status/300788660129894400
@gmendlz,9:09 PM - 10 Feb 2013,My God. http://goo.gl/fBehu  #sootfall,http://t.co/dKs1s3Ct,https://twitter.com/gmendlz/status/300788726689329153
@gmendlz,9:11 PM - 10 Feb 2013,"@vernKaiser3 @GreysonMeyer @TroyLibLenore At least we can raise a glass to living, despite confusing circumstances. #sootfall", ,https://twitter.com/gmendlz/status/300789135973691392
@vernKaiser3,9:12 PM - 10 Feb 2013,@AbarisBrautigan @Rufus_Park @FSynchronicity @TroyLibLenore if a tree falls in the woods and no one is there to see it #trees #sootfall, ,https://twitter.com/vernKaiser3/status/300789264436822016
@gmendlz,9:13 PM - 10 Feb 2013,"Not sure how this whole ""all-day curfew"" thing is going to be enforced... #sootfall", ,https://twitter.com/gmendlz/status/300789678221717504
@AbarisBrautigan,9:17 PM - 10 Feb 2013,"@gmendlz @vernKaiser3 @GreysonMeyer @TroyLibLenore Indeed, gmendlz, ultimately, it's all about the living... #sootfall", ,https://twitter.com/AbarisBrautigan/status/300790704005840896
@NellieMaeK,9:18 PM - 10 Feb 2013,Spent the afternoon in the movie theater trying to see all the oscar nominees - now what is this heck is this weather??? #sootfall, ,https://twitter.com/NellieMaeK/status/300790820863361024
@SheriffHarmon,9:22 PM - 10 Feb 2013,@NellieMaeK Please Refer to http://sheriffharmon.wordpress.com/2013/02/11/severe-weather-conditions/ … for Further instructions. #sootfall,http://t.co/sIIDEy8o,https://twitter.com/SheriffHarmon/status/300791962515156993
@NellieMaeK,9:23 PM - 10 Feb 2013,"""all-day curfew""???? sounds bad for business #sootfall", ,https://twitter.com/NellieMaeK/status/300792209597411329
@GreysonMeyer,9:26 PM - 10 Feb 2013,I'm sleeping at the library. #sootfall, ,https://twitter.com/GreysonMeyer/status/300792960113594368
@gmendlz,9:33 PM - 10 Feb 2013,@GreysonMeyer Good idea... Harmon seems especially crotchety about this whole curfew thing. #sootfall, ,https://twitter.com/gmendlz/status/300794777450987520
@papakumbaya,9:40 PM - 10 Feb 2013,@gmendlz @GreysonMeyer It's good time to evaluate your position within the universe. The Great One is coming. #sootfall, ,https://twitter.com/papakumbaya/status/300796525393633280
@PhilHolester,9:47 PM - 10 Feb 2013,"boredboredboredboredbored, fuck this, weather. i never evn wanted a twater, but dudes gotta do sompthing. #sootfall", ,https://twitter.com/PhilHolester/status/300798149574942720
@GreysonMeyer,9:49 PM - 10 Feb 2013,Mean it #sootfall pic.twitter.com/i14P3uAO,http://t.co/i14P3uAO,https://twitter.com/GreysonMeyer/status/300798610507984896
@AbarisBrautigan,9:54 PM - 10 Feb 2013,"@GreysonMeyer is thinking on the right level:  at the level of the cosmopolis -- ""citizen of the universe"" #sootfall", ,https://twitter.com/AbarisBrautigan/status/300799980334104576
@RoseLillian3,9:59 PM - 10 Feb 2013,@PhilHolester baby i miss you.... wish this stuff wasentkeeping us apart BB.. #sootfall, ,https://twitter.com/RoseLillian3/status/300801114578771968
@RoseLillian3,10:00 PM - 10 Feb 2013,it is soo icky out #sootfall mor like #sootfail, ,https://twitter.com/RoseLillian3/status/300801329973047297
@RoseLillian3,10:04 PM - 10 Feb 2013,I havent been so bord since i was friends with molly brown. seriously.. @PhilHolester  I have never missed you so much. #fml #sootfall, ,https://twitter.com/RoseLillian3/status/300802349138595844
@PhilHolester,10:11 PM - 10 Feb 2013,@RoseLillian3 i will find a way to get to your house. I might just be the only one man enough to brave this shit. #sootfall, ,https://twitter.com/PhilHolester/status/300804237133221890
@SheriffHarmon,10:14 PM - 10 Feb 2013,"Instead of Speculating, why don't we Appreciate our Men and Women in uniform who are Helping Clean Up this ""#sootfall""?", ,https://twitter.com/SheriffHarmon/status/300804991596236800
@PhilHolester,10:19 PM - 10 Feb 2013,"@RoseLillian3 yo gunna tie tennis rackets to my feet and try to walk on the snow soot goo, that is dedication to my baby. #sootfall", ,https://twitter.com/PhilHolester/status/300806343537864705
@PhilHolester,10:23 PM - 10 Feb 2013,@SheriffHarmon  yo can you get me the dets on how these men and women get outside to clean up. they got like halo outfits? #sootfall, ,https://twitter.com/PhilHolester/status/300807167722782720
@PhilHolester,10:28 PM - 10 Feb 2013,@vernKaiser3 @GreysonMeyer you know when the trees getten in i am getting low. #tohightoworry #sootfall, ,https://twitter.com/PhilHolester/status/300808392895770624
@PhilHolester,10:30 PM - 10 Feb 2013,i might just roll some soot in a pipe what if it gets you high @Vernkaiser might put troy on the map. #sootfall, ,https://twitter.com/PhilHolester/status/300809124059418624
@RoseLillian3,10:36 PM - 10 Feb 2013,@PhilHolester @Vernkaiser what! BB.. if you dont know it dont smoke it! #sootfall, ,https://twitter.com/RoseLillian3/status/300810439116349442
@chouxsalad,10:36 PM - 10 Feb 2013,"@airotciv Not fire, some kind of #sootfall. Troy is in lockdown.", ,https://twitter.com/chouxsalad/status/300810449841184768
@RoseLillian3,10:37 PM - 10 Feb 2013,@gmendlz I know RIGHT ;) #sootfall, ,https://twitter.com/RoseLillian3/status/300810877177831424
@vernKaiser3,10:38 PM - 10 Feb 2013,"@FSynchronicity welcome to town! I have an extra plow hitched to one of the park trucks,unfortunatlyNotInAPlaceToDrive #drunktree  #sootfall", ,https://twitter.com/vernKaiser3/status/300810960262819842
@vernKaiser3,10:40 PM - 10 Feb 2013,"@SheriffHarmon here here, get them raods cleer #sootfall #cleanup", ,https://twitter.com/vernKaiser3/status/300811398550786049
@RoseLillian3,10:44 PM - 10 Feb 2013,@vernKaiser3 @SheriffHarmon  can i get a ride to @PhilHolester's house ;) #sootfall, ,https://twitter.com/RoseLillian3/status/300812425924579332
@SheriffHarmon,10:45 PM - 10 Feb 2013,"@FSynchronicity Luckily, we have a team of federal, state, and municipal emergency responders encouraging compliance. #sootfall", ,https://twitter.com/SheriffHarmon/status/300812829664100353
@SheriffHarmon,10:46 PM - 10 Feb 2013,"@FSynchronicity Again, if you should require any necessaries, please notify me at sheriffharmon@gmail.com #sootfall", ,https://twitter.com/SheriffHarmon/status/300812971712585728
@SheriffHarmon,10:47 PM - 10 Feb 2013,"Because even Sherrifs need sleep, some Interns will be Around near All Hours to help me out! :) #sootfall", ,https://twitter.com/SheriffHarmon/status/300813327565733888
@RoseLillian3,10:48 PM - 10 Feb 2013,@NellieMaeK dont worry you deffintly make the best cookies in Troy. #sootfall #makeasootfallcookie, ,https://twitter.com/RoseLillian3/status/300813433476116480
@DickLindy,11:10 PM - 10 Feb 2013,"All of Troy currently under strict curfew. Do not leave town.  More news coming from #Channel7News tomorrow. #lockdown ""#sootfall""", ,https://twitter.com/DickLindy/status/300819040954372096
@TrojanAdrastus,11:11 PM - 10 Feb 2013,@Rufus_Park @evadeerie @Rufus_Park @evadeerie Talked to @gmendlz about it--doesn't need to be acid. Salt would do it. Still... #sootfall, ,https://twitter.com/TrojanAdrastus/status/300819281904562176
@DickLindy,11:11 PM - 10 Feb 2013,"Also, winter storm #Orko to leave a sprinkling of wintery mix. ""#sootfall""", ,https://twitter.com/DickLindy/status/300819353673273345
@FSynchronicity,11:12 PM - 10 Feb 2013,@DickLindy Are you kidding me? How long is this lockdown going to last? I have a flight out of NY on Wednesday to catch. #sootfall, ,https://twitter.com/FSynchronicity/status/300819616765202432
@TrojanAdrastus,11:15 PM - 10 Feb 2013,@GreysonMeyer @gmendlz @TroyLibLenore @vernKaiser3 Mind if I join? Been trying to clean the damn soot up all day and need a drink. #sootfall, ,https://twitter.com/TrojanAdrastus/status/300820253150179329
@FSynchronicity,11:15 PM - 10 Feb 2013,"@DickLindy I'm sorry, Dick, but that isn't good enough. If this storm is really bad enough to ""soot"" us in, I'm safest elsewhere. #sootfall", ,https://twitter.com/FSynchronicity/status/300820339687059457
@gmendlz,11:16 PM - 10 Feb 2013,@TrojanAdrastus @GreysonMeyer @TroyLibLenore @vernKaiser3 cmon over We'rre stilll having fun! #sootfall, ,https://twitter.com/gmendlz/status/300820571959218177
@gmendlz,11:18 PM - 10 Feb 2013,@FSynchronicity just come to your Local Libraary! #sootfall, ,https://twitter.com/gmendlz/status/300821086625488899
@OwenRinks,11:21 PM - 10 Feb 2013,"everyone is freaking out, but this #sootfall is pretty cool. looks stranger under colored lights #procrastinating #curfewsucks", ,https://twitter.com/OwenRinks/status/300821723572473856
@RoseLillian3,11:26 PM - 10 Feb 2013,@chouxsalad @airotciv who are you? Troy is small and i have never heard of a Bolluk fam. #troytown #sootfall, ,https://twitter.com/RoseLillian3/status/300822972858503168
@TrojanAdrastus,11:26 PM - 10 Feb 2013,Streets are darker than usual. A lot of the streetlights seem to not be working. #sootfall, ,https://twitter.com/TrojanAdrastus/status/300823147026976770
@RoseLillian3,11:28 PM - 10 Feb 2013,@OwenRinks Owen this is not cool. cool would be you and me chilling some time ;) #sootfall, ,https://twitter.com/RoseLillian3/status/300823610313035777
@gmendlz,11:29 PM - 10 Feb 2013,@OwenRinks Don't touch ittt! But bringg it over to my place tommorrow if you can. #sootfall, ,https://twitter.com/gmendlz/status/300823733688467456
@RoseLillian3,11:36 PM - 10 Feb 2013,@GreysonMeyer Gross #sootfall #sootgross #:(, ,https://twitter.com/RoseLillian3/status/300825614628294656
@GreysonMeyer,11:42 PM - 10 Feb 2013,Sausage fest #sootfall, ,https://twitter.com/GreysonMeyer/status/300827222065950720
@AbarisBrautigan,11:55 PM - 10 Feb 2013,"@pattycoventry ""I would believe only in a God that knows how to dance."" -- Nietzsche #sootfall", ,https://twitter.com/AbarisBrautigan/status/300830430012260352
@gmendlz,12:01 AM - 11 Feb 2013,Aaaaand I gotta go to sleeep... Stay safe Troy! #sootfall, ,https://twitter.com/gmendlz/status/300831997918593026
@FSynchronicity,12:04 AM - 11 Feb 2013,"Turning in for the night... let's see what awaits us tomorrow. Good night, #troy. #sootfall", ,https://twitter.com/FSynchronicity/status/300832702179995648
@BigDaddySyrup,12:27 AM - 11 Feb 2013,"Nature can be BEAUTIFUL, but it can also be FRIGHTENING. #sootfall", ,https://twitter.com/BigDaddySyrup/status/300838399177277440
@GreysonMeyer,12:51 AM - 11 Feb 2013,@TroyLibLenore The lights r comin in and out... #sootfall #sabatoge, ,https://twitter.com/GreysonMeyer/status/300844569627619329
@Jespersonally,12:57 AM - 11 Feb 2013,DO I JUST TYPE MY MESSAGES LIKE THIS #SOOTFALL, ,https://twitter.com/Jespersonally/status/300846050174984193
@Jespersonally,12:58 AM - 11 Feb 2013,HOW DO OTHER PEOPLE SEE THEM? #SOOTFALL, ,https://twitter.com/Jespersonally/status/300846139392008192
@Jespersonally,12:59 AM - 11 Feb 2013,"RONNIE, CAN YOU READ MY MESSAGES? I WANTED TO TALK WITH YOU ABOUT THE #SOOTFALL", ,https://twitter.com/Jespersonally/status/300846545249632257
@Jespersonally,1:00 AM - 11 Feb 2013,DO I NEED TO CALL YOU FOR THIS THING TO WORK? I REMEMBER YOU EXPLAINING WHEN  YOU SET IT UP. CAN'T QUITE REMEMBER #SOOTFALL, ,https://twitter.com/Jespersonally/status/300846747029221377
@Jespersonally,1:03 AM - 11 Feb 2013,"ANYWAY THE #SOOTFALL SURE IS SOMETHING. REMEMBER WHEN I USED TO READ TO YOU THAT DR. SEUSS STORY ABOUT THE OOBLEK? WELL, HERE YOU GO.", ,https://twitter.com/Jespersonally/status/300847486279507968
@Jespersonally,1:05 AM - 11 Feb 2013,IN OOBLEK DID KUBLA KHAN A STATELY PLEASURE DOME DECREE #SOOTFALL, ,https://twitter.com/Jespersonally/status/300848095569252352
@Jespersonally,1:07 AM - 11 Feb 2013,OR WAS THAT MADELEINE KAHN?  CHRIST THAT WAS A LOSS. SHE HAD A KNACK. #SOOTFALL, ,https://twitter.com/Jespersonally/status/300848541927088129
@Jespersonally,1:08 AM - 11 Feb 2013,"AM I DOING THIS RIGHT, RONNIE? CAN YOU HEAR ME? #SOOTFALL", ,https://twitter.com/Jespersonally/status/300848719971119106
@Jespersonally,1:09 AM - 11 Feb 2013,"WELL, CALL ME IF YOU CAN. & STAY OUT OF THE OOBLEK.  #SOOTFALL", ,https://twitter.com/Jespersonally/status/300848962791936000
@GreysonMeyer,1:10 AM - 11 Feb 2013,@gmendlz sleeping like a baby #sootfall, ,https://twitter.com/GreysonMeyer/status/300849316363395072
@GreysonMeyer,1:12 AM - 11 Feb 2013,pacing the stacks #sootfall, ,https://twitter.com/GreysonMeyer/status/300849723181510657
@OwenRinks,1:29 AM - 11 Feb 2013,@gmendlz no prob. I drew a few close-ups. doesn't seem uniform. we should use the class microscope #sootfall, ,https://twitter.com/OwenRinks/status/300854080400678913
@GreysonMeyer,3:41 AM - 11 Feb 2013,#sootfall pic.twitter.com/LspXpQEl,http://t.co/LspXpQEl,https://twitter.com/GreysonMeyer/status/300887373284261888
@tomellman,6:19 AM - 11 Feb 2013,"ARG, NetProv, Twitter Novel #SOOTFALL is up and running.", ,https://twitter.com/tomellman/status/300926914254753793
@tomellman,6:21 AM - 11 Feb 2013,Follow tweets of #SOOTFALL using the hashtag and/or subscribing to my public SOOTFALL list., ,https://twitter.com/tomellman/status/300927574794727424
@SaturdayStrange,8:53 AM - 11 Feb 2013,"I remember Oakland. I was there. This substance fell, then, too. Jack London was square about it. Teehee. Now it's here. In Troy. #sootfall", ,https://twitter.com/SaturdayStrange/status/300965802964836352
@FSynchronicity,8:57 AM - 11 Feb 2013,Just woke... damn. Glad the rental has a shovel in the trunk. Anyone else up? #sootfall, ,https://twitter.com/FSynchronicity/status/300966866866806784
@SaturdayStrange,8:58 AM - 11 Feb 2013,"I thought, hey, why not? Bike to a creepy town named Troy. But any town named Troy is damned already. And the trojan horse? Soot. #sootfall", ,https://twitter.com/SaturdayStrange/status/300967129275039744
@HensKnits,9:04 AM - 11 Feb 2013,"All day curfew? Guess it's lucky it was on my day off...husband might go stir crazy, though! #sootfall", ,https://twitter.com/HensKnits/status/300968644832276480
@NellieMaeK,9:09 AM - 11 Feb 2013,the birds at the feeder are going nuts! very lively -  like teenagers skipping school or someone who drank 2 much coffee #sootfall, ,https://twitter.com/NellieMaeK/status/300969757237186560
@FSynchronicity,9:12 AM - 11 Feb 2013,"I see patrol lights passing by, but still no plow. Planning on letting us get sooted in, @SheriffHarmon ? #sootfall", ,https://twitter.com/FSynchronicity/status/300970479391473664
@SaturdayStrange,9:13 AM - 11 Feb 2013,"Outside, sleeping, in the gray and weeping. Yet I am not cold. Though ice knocks on pallor's door. I am not cold. How is the soot? #sootfall", ,https://twitter.com/SaturdayStrange/status/300970843092160512
@markcmarino,9:21 AM - 11 Feb 2013,"The #sootfall #netprov is underway. Already the mood is forming, ensemble of characters emerging, join in! #elit", ,https://twitter.com/markcmarino/status/300972711126110209
@FSynchronicity,9:25 AM - 11 Feb 2013,"Who is @SaturdayStrange ? He(?) says one of you is a cousin. If any of you are, you should know he's out there right now. #sootfall", ,https://twitter.com/FSynchronicity/status/300973789049663488
@AbarisBrautigan,9:43 AM - 11 Feb 2013,"@shevenger It's actually Nietzsche's dog: ""“I have given a name to my pain and call it 'dog'."" That is, it is our collective pain. #sootfall", ,https://twitter.com/AbarisBrautigan/status/300978339705925632
