Username,Time and Date,Tweet Text,URL Links
"
        @ShadowMLA
      ",9:33 PM - 4 Jan 2012,@MLAconvention Ah-HA! We knew you received ninja training., 
"
        @ShadowMLA
      ",7:09 PM - 5 Jan 2012,"We're in your convention, hiding in the shadows. #mla12 http://twitpic.com/83o5hs ",http://t.co/KAqJF4tn
"
        @wynkenhimself
      ",7:33 PM - 5 Jan 2012,"I truly believe that if we can't involve students to their benefit in what we do to, we shouldn't be doing it that way. #mla12", 
"
        @ShadowMLA
      ",3:25 PM - 6 Jan 2012,@mattthomas Badges? We don't need no stinking badges., 
"
        @mattthomas
      ",3:03 PM - 6 Jan 2012,"Sort of defies the idea of open access, don't you think? #mla12 pic.twitter.com/zcflN6ER",http://t.co/zcflN6ER
"
        @ShadowMLA
      ",1:22 AM - 7 Jan 2012,@rgfeal We agree that there is a serious lack of milkshakes at #mla12., 
"
        @ShadowMLA
      ",1:24 AM - 7 Jan 2012,We demand open access......to milkshakes! #mla12, 
"
        @BendProf
      ",1:16 PM - 7 Jan 2012,"Call for papers on NTT/Adjunct Faculty concerns, research, incl. comm colleges, ADE Bulletin #mla12 http://bit.ly/wwSbDZ ",http://t.co/axvBttj3
"
        @trentmkays
      ",8:52 PM - 8 Jan 2012,"I find it ironic that the #mla13 theme includes open access, but MLA is part of an org that doesn't support open access. Hrm. #oa #mla12", 
"
        @ShadowMLA
      ",11:23 PM - 9 Jan 2012,"Stanley Fish is not a nom, Mr. Nibbles. #whatmycatdidnoteatforbreakfast", 
"
        @AlienWeedMan
      ",6:24 PM - 12 Jan 2012,"If you love digital humanities so much, why don't you marry it?", 
"
        @ShadowMLA
      ",6:31 PM - 12 Jan 2012,@laglowzenski We occupied Stanley Fish and Conference Sex instead. (Close enough.) #omla, 
"
        @laglowzenski
      ",3:25 PM - 12 Jan 2012,So what ever became of #omla? Anything at all?, 
"
        @USATODAYcollege
      ",2:25 PM - 16 Jan 2012,Study says it can be healthy for college students to have imaginary friends - http://usat.ly/yLAmTM ,http://t.co/PXQdrU3D
"
        @ShadowMLA
      ",7:31 PM - 19 Jan 2012,We had a black raspberry milkshake today to celebrate the year's first batch of listserv messages. We're ready. Are you? #omla, 
"
        @ShadowMLA
      ",2:23 PM - 23 Jan 2012,@trentmkays Just because it looks like we're napping doesn't mean we aren't ready to pounce at a moment's notice., 
"
        @ShadowMLA
      ",10:42 PM - 23 Jan 2012,"Sniff, sniff. Why does our Twitter feed smell like fish? #occupystanleyfish", 
"
        @ShadowMLA
      ",9:25 AM - 2 Feb 2012,Mrrrow., 
"
        @ShadowMLA
      ",9:21 PM - 18 Sep 2012,@wynkenhimself Yes., 
"
        @ShadowMLA
      ",11:31 PM - 15 Nov 2012,Meow. #mla13, 
"
        @ShadowMLA
      ",11:50 PM - 23 Dec 2012,"@juanahang @ChangerCharles @CompHaze Never amounted to anything? Well, that's rude. We're just late bloomers.", 
"
        @ShadowMLA
      ",11:53 PM - 23 Dec 2012,Rather be napping in that narrow little spot between the couch and the bookcase instead of worrying about #OMLA? Join us! #mla13, 
"
        @ShadowMLA
      ",7:26 AM - 28 Dec 2012,"The last time I had an interview in a hotel room, it was for something completely different... #mla13 #omla", 
"
        @ShadowMLA
      ",11:33 AM - 28 Dec 2012,@katinalynn Might we suggest adopting us? The life of a house cat is clearly superior to that of an academic., 
"
        @ShadowMLA
      ",11:43 AM - 28 Dec 2012,"@SaveAsWTF We talked it over and we think you're part of the problem, not the solution. We have claws, you know.", 
"
        @ShadowMLA
      ",11:46 AM - 28 Dec 2012,9 lives > 999 lines! Join us! #kittehMLA13 #mla13 #omla, 
"
        @ShadowMLA
      ",5:29 PM - 28 Dec 2012,@SaveAsWTF ...what? Send us your CV and then maybe we'll talk. We think you're part of the joke., 
"
        @ShadowMLA
      ",10:17 AM - 30 Dec 2012,Know any good spots to get a milkshake in Boston? Milkshakes are kind of our thing. #MLA13, 
"
        @ShadowMLA
      ",1:22 PM - 7 Jan 2013,"@rgfeal @GeorgeOnline I'm taking a course called Technology In Higher Ed this semester & if it's not about cats, I'll be sad.", 
"
        @ShadowMLA
      ",1:23 PM - 7 Jan 2013,@rgfeal @GeorgeOnline I also kind of want to keep track of how many times the word MOOC is said out loud or maybe do a drinking game., 
"
        @ShadowMLA
      ",1:25 PM - 7 Jan 2013,"@rgfeal @GeorgeOnline And I also realize I'm logged into the Shadow MLA account but that's okay bc we endorse cats, technology, & drinking.", 
"
        @ShadowMLA
      ",1:26 PM - 7 Jan 2013,@rgfeal @GeorgeOnline *We endorse drinking milkshakes., 
"
        @ShadowMLA
      ",2:08 PM - 20 Jan 2013,We prefer #catfish to #netprov., 
"
        @ShadowMLA
      ",10:27 AM - 28 Jan 2013,"Welcome to the dark side, @samplereality.", 
"
        @ShadowMLA
      ",7:19 AM - 8 Apr 2013,Meow. #meow, 
"
        @ShadowMLA
      ",9:05 AM - 8 Apr 2013,Infiltration. #dayofdh, 
"
        @ShadowMLA
      ",9:46 AM - 1 May 2013,"We are in favor of higher pay, benefits, and milkshakes for adjunct faculty.", 
"
        @ShadowMLA
      ",11:15 AM - 1 Jun 2013,@noeljackson @readywriting Don't send a netprov to do a cat's job. We are the SMLA and we will stealthily take down the MLA. Join us., 
"
        @ShadowMLA
      ",11:45 AM - 1 Jun 2013,@MLAconvention You will never find us. We are very sneaky. #mla14, 
"
        @ShadowMLA
      ",10:52 PM - 7 Jan 2014,*lurking* #mla14, 
"
        @ShadowMLA
      ",7:38 PM - 20 Jan 2014,@pankisseskafka @noeljackson @ncecire @tressiemcphd @audreywatters @erikwdavis Don't hate on our members., 
