Username,Time and Date,Tweet Text,URL Links,Twitter Permalink
@MikeCook18,4:32 PM - 17 Jan 2013,@bbuk Getting a bit boring now that Speidi gets ALL of the airtime #Speidishow #we'reAmuricans, ,https://twitter.com/MikeCook18/status/292021716073459713
@MBarrassHull,4:23 PM - 20 Jan 2013,@bbuk @cbb2013uk Are you changing the name to #Speidishow #BigBlogger, ,https://twitter.com/MBarrassHull/status/293106522437849088
@MBarrassHull,4:25 PM - 20 Jan 2013,@bobsy17 it's so good it's not #CBB it's #Speidishow, ,https://twitter.com/MBarrassHull/status/293106923597877248
@MBarrassHull,4:26 PM - 20 Jan 2013,@ShezabelleT how good is this!... #tvgold #Speidishow #CBB #BBBarrass, ,https://twitter.com/MBarrassHull/status/293107156780212224
@Allisonmw80,4:44 PM - 20 Jan 2013,@nadiasawalha I can't believe that #bb is giving them so much airtime anyone would think it was the #SpeidiShow !!! X, ,https://twitter.com/Allisonmw80/status/293111809559384065
@scarlet_rabbit,6:01 PM - 20 Jan 2013,@BigBrotherXtra no surprises that speidi got their letter #predictable #CBB #speidishow #bored with all the predictability, ,https://twitter.com/scarlet_rabbit/status/293131104569937920
@Louisecarson69,1:43 PM - 15 Feb 2013,Àlso cannot actually wait for monday for the #speidishow @spencerpratt and @heidimontag these two are also legends x, ,https://twitter.com/Louisecarson69/status/302488217154891776
@DemieHaggar,5:21 PM - 18 Feb 2013,Love Brody Jenner #Speidishow, ,https://twitter.com/DemieHaggar/status/303630272803520512
@MakylaMunroe,6:33 PM - 21 Feb 2013,I just saw you on #SpeidiShow #Five* always glowing and looking fresh @DrPamSpurr xxxxx, ,https://twitter.com/MakylaMunroe/status/304735504644067328
@chloe_griffin65,5:49 PM - 25 Feb 2013,@heidimontag @spencerpratt we really need more of speidi all your fans miss u after that documentary were hoping for more #speidishow #ly, ,https://twitter.com/chloe_griffin65/status/306174033345540096
@merleDLH,10:59 PM - 3 Oct 2013,"Speidi, wash my car! Week 7 ??!! I'm in. #speidishow", ,https://twitter.com/merleDLH/status/385962264869617664
@colintagshelter,11:00 PM - 3 Oct 2013,"Tags-Helter Ltd. proudly announces the debut of its newest product the #speidishow, feat. reality tv assets @spencerpratt & @heidimontag...", ,https://twitter.com/colintagshelter/status/385962614662373376
@BigasYaz,11:00 PM - 3 Oct 2013,Hope everyone is tuned in to episode 3 of the Speidi Show #speidishow http://speidishow.com ,http://t.co/uNg4vN4vsX,https://twitter.com/BigasYaz/status/385962621314560000
@heidimontag,11:00 PM - 3 Oct 2013,"@spencerpratt Hey, show’s on now, right? #speidishow http://speidishow.com ",http://t.co/B2NibztQ72,https://twitter.com/heidimontag/status/385962625647280128
@EvalynnKanyo,11:02 PM - 3 Oct 2013,O....M.....G.....#speidishow, ,https://twitter.com/EvalynnKanyo/status/385962989586640897
@JennetteUpNorth,11:02 PM - 3 Oct 2013,Finally! Something interesting to watch #speidishow, ,https://twitter.com/JennetteUpNorth/status/385963226736775169
@aphrodit3_j,11:03 PM - 3 Oct 2013,"Oh, and a wedding, too. All my favorite things. #speidishow", ,https://twitter.com/aphrodit3_j/status/385963375479386113
@merleDLH,11:05 PM - 3 Oct 2013,Coconut on a wedding cake? And how do you spell cocanut? #speidishow, ,https://twitter.com/merleDLH/status/385963751062528000
@WhyNoNoWriter,11:05 PM - 3 Oct 2013,@spencerpratt I’m on my way.  Got held up at Ralph’s. #speidishow, ,https://twitter.com/WhyNoNoWriter/status/385963824597450752
@spencerpratt,11:05 PM - 3 Oct 2013,"Yeah little busy here but should be live RT heidimontag: @spencerpratt Hey, show’s on now, right? #speidishow http://speidishow.com ",http://t.co/Qc9y4TXLBn,https://twitter.com/spencerpratt/status/385963825000116224
@aphrodit3_j,11:06 PM - 3 Oct 2013,This make me think of that article we read about how love and marriage have been overtaken by the wedding industry. #speidishow, ,https://twitter.com/aphrodit3_j/status/385964069632475136
@JennetteUpNorth,11:08 PM - 3 Oct 2013,Freddy--get moving. Spence needs butter!! #speidishow, ,https://twitter.com/JennetteUpNorth/status/385964610446049280
@aphrodit3_j,11:09 PM - 3 Oct 2013,"Oh, my god. This is so banal. I'm not sure I can last for an entire hour. And who wears suspenders? #speidishow", ,https://twitter.com/aphrodit3_j/status/385964785105252353
@JennetteUpNorth,11:09 PM - 3 Oct 2013,Nice kitchen. Wish I had such an amazing stove!!! #speidishow, ,https://twitter.com/JennetteUpNorth/status/385964891544096768
@merleDLH,11:09 PM - 3 Oct 2013,Will someone PLEASE get #heidimontag a towel or something?! #speidishow, ,https://twitter.com/merleDLH/status/385964915233521664
@EvalynnKanyo,11:09 PM - 3 Oct 2013,"@JennetteUpNorth Why is he using margarine? Freddy, chop chop. #speidishow", ,https://twitter.com/EvalynnKanyo/status/385964968052408321
@heidimontag,11:10 PM - 3 Oct 2013,"RT @colintagshelter: Tags-Helter Ltd. proudly announces the debut of its newest product the #speidishow,  @spencerpratt & @heidimontag...", ,https://twitter.com/heidimontag/status/385965031965589504
@spencerpratt,11:10 PM - 3 Oct 2013,Cakedude got plastered on Grand Marinier -- making Flaming Fruit Tort Reforme or something -- now I'm making the cake!! #speidishow, ,https://twitter.com/spencerpratt/status/385965087825342464
@spencerpratt,11:10 PM - 3 Oct 2013,@heidimontag I’ve got 45 minutes to finish teh cake. Icing is biyatch! Spencer no made for frilly creams.#speidishow, ,https://twitter.com/spencerpratt/status/385965091507929088
@WhyNoNoWriter,11:10 PM - 3 Oct 2013,"@spencerpratt  no literally held up, you know, like at gunpoint..  well, at knife point.  #speidishow", ,https://twitter.com/WhyNoNoWriter/status/385965091705073664
@JennetteUpNorth,11:10 PM - 3 Oct 2013,"@aphrodit3_j Just enjoy it...there's nothing else on. Besides, suspenders are both adorable and practical. #speidishow", ,https://twitter.com/JennetteUpNorth/status/385965092765847552
@heidimontag,11:10 PM - 3 Oct 2013,@SpencerPratt Going to have skip the service. Cesar & Eva are gonna be so sad. So disappointed #speidishow, ,https://twitter.com/heidimontag/status/385965095287029760
@spencerpratt,11:10 PM - 3 Oct 2013,RT @JennetteUpNorth: Finally! Something interesting to watch #speidishow, ,https://twitter.com/spencerpratt/status/385965121585299456
@EvalynnKanyo,11:11 PM - 3 Oct 2013,"Seriously @spencerpratt. Wait for the butter. It won't work if you use margarine. Also, ew. #speidishow #transfatsarebad", ,https://twitter.com/EvalynnKanyo/status/385965312815796224
@aphrodit3_j,11:12 PM - 3 Oct 2013,It's just depressing.  #speidishow, ,https://twitter.com/aphrodit3_j/status/385965644186796032
@aphrodit3_j,11:13 PM - 3 Oct 2013,"It makes me think of Curt Cobain. Like, his fans didn't actually love him. They just used him. #speidishow", ,https://twitter.com/aphrodit3_j/status/385965917122744321
@JennetteUpNorth,11:13 PM - 3 Oct 2013,@EvalynnKanyo @spencerpratt YES!! No margarine!!!!! #speidishow, ,https://twitter.com/JennetteUpNorth/status/385965954909237248
@EvalynnKanyo,11:15 PM - 3 Oct 2013,@spencerpratt Too bad the TSA confiscated @heidimontag yak butter from Albania in Ep 2 #speidishow, ,https://twitter.com/EvalynnKanyo/status/385966259604430850
@spencerpratt,11:15 PM - 3 Oct 2013,"@heidimontag Ah, yep.  Hey, do you remember that time we tried to make whipped cream out of kefir? #speidishow", ,https://twitter.com/spencerpratt/status/385966355042021376
@WhyNoNoWriter,11:15 PM - 3 Oct 2013,"@spencerpratt @heidimontag it was by your PR lady @suzanneYaz, a little heavy on the craycray. #speidishow", ,https://twitter.com/WhyNoNoWriter/status/385966355146874880
@spencerpratt,11:16 PM - 3 Oct 2013,"That hit a Nirvana! Ouch! RT @aphrodit3_j:makes me think of Curt Cobain. Like, his fans didn't actually love him. Just used him. #speidishow", ,https://twitter.com/spencerpratt/status/385966606897414144
@JennetteUpNorth,11:16 PM - 3 Oct 2013,"Geez--Freddy better get there soon. They are into the ceremony, right? They sure need a cake. Is this really live?!? #speidishow", ,https://twitter.com/JennetteUpNorth/status/385966619471515648
@BigasYaz,11:17 PM - 3 Oct 2013,@WhyNoNoWriter I heard that. And believe me: spend 15 seconds in Hollywood PR and you'll be craycray #Speidishow, ,https://twitter.com/BigasYaz/status/385966885374009344
@JennetteUpNorth,11:18 PM - 3 Oct 2013,"@spencerpratt @aphrodit3_j BURN!! See, aphrodit, get happy. #speidishow", ,https://twitter.com/JennetteUpNorth/status/385967162931683328
@aphrodit3_j,11:18 PM - 3 Oct 2013,I don't know how I'm going to be able to write a paper about this. #speidishow, ,https://twitter.com/aphrodit3_j/status/385967229625319424
@JennetteUpNorth,11:19 PM - 3 Oct 2013,@merleDLH @spencerpratt Maybe the butter can help with that as well...#speidishow, ,https://twitter.com/JennetteUpNorth/status/385967474643980288
@merleDLH,11:19 PM - 3 Oct 2013,"Hate to be a septic, but I don't think this suckers going to be edible. Ewww. #speidishow", ,https://twitter.com/merleDLH/status/385967505279176704
@inowgb,11:20 PM - 3 Oct 2013,TopTag(3hrs) 1:#Scandal 2:#glee 3:#tcot 4:#ocra 5:#tlot 6:#OpSLAM 7:#CMchat 8:#Gladiators 9:#foodies 10:#speidishow .., ,https://twitter.com/inowgb/status/385967551928225792
@heidimontag,11:20 PM - 3 Oct 2013,@spencerpratt I am so jelly!!! Why don’t I get to work on desserts on this episode. #speidishow, ,https://twitter.com/heidimontag/status/385967560266883072
@WhyNoNoWriter,11:20 PM - 3 Oct 2013,@spencerpratt @heidimontag She was meeting me there to help but would NOT let me buy heavy whipping cream. #ineedpauladeen #speidishow, ,https://twitter.com/WhyNoNoWriter/status/385967560724082688
@spencerpratt,11:20 PM - 3 Oct 2013,@JennetteUpNorth Did you say no margarine! What about I can't believe it's too many words to tweet #speidishow?, ,https://twitter.com/spencerpratt/status/385967755750801408
@JennetteUpNorth,11:22 PM - 3 Oct 2013,@aphrodit3_j Fair enough. This of the structure and production values--maybe that will make it interesting to you? #speidishow, ,https://twitter.com/JennetteUpNorth/status/385968158210678784
@LoriJanePeters,11:23 PM - 3 Oct 2013,The #speidishow  Hah! What a joke!, ,https://twitter.com/LoriJanePeters/status/385968371927240704
@JennetteUpNorth,11:24 PM - 3 Oct 2013,"Beautiful flower arrangements, @heidimontag!! Much better than the trainwreck that's Spencer's cake. #speidishow", ,https://twitter.com/JennetteUpNorth/status/385968525015138304
@aphrodit3_j,11:24 PM - 3 Oct 2013,It's the music that's killing me. Not a single moment when it stops. #speidishow, ,https://twitter.com/aphrodit3_j/status/385968572498853888
@merleDLH,11:24 PM - 3 Oct 2013,WTF moment. How do people like #spencerpratt tweet while their on live TV? #speidishow, ,https://twitter.com/merleDLH/status/385968669777338368
@spencerpratt,11:25 PM - 3 Oct 2013,@heidimontag you’re welcome.  I’ve been working the past hour on egg white peeks and got nogthing. #speidishow, ,https://twitter.com/spencerpratt/status/385968830595760128
@EvalynnKanyo,11:25 PM - 3 Oct 2013,BTW you can send me a PayPal for the Renfe tix @heidimontag @spencerpratt. This cake looks less fun than Barcelona. #speidishow, ,https://twitter.com/EvalynnKanyo/status/385968848362422272
@aphrodit3_j,11:25 PM - 3 Oct 2013,It's like people who have to go out to loud bars to persuade themselves that they're having fun. #speidishow, ,https://twitter.com/aphrodit3_j/status/385968874400649216
@spencerpratt,11:26 PM - 3 Oct 2013,RT @Kate_Durbin: I can't even believe what's happening on the #speidishow right now. @heidimontag & @spencerpratt are geniuses., ,https://twitter.com/spencerpratt/status/385969097026314240
@JennetteUpNorth,11:26 PM - 3 Oct 2013,@merleDLH Good point. Nimble California fingers? #speidishow, ,https://twitter.com/JennetteUpNorth/status/385969167691563008
@SammyLarochelle,11:27 PM - 3 Oct 2013,WHERE CAN I WATCH THE #speidishow !? I am from CANADA. @heidimontag & @spencerpratt I LIVE FOR YOU!, ,https://twitter.com/SammyLarochelle/status/385969328580861953
@heidimontag,11:28 PM - 3 Oct 2013,I put this on InstaG too -- me in my #speidishow tee helping out at breakfast this morn https://db.tt/8zpu4wVi ,https://t.co/4foQ2qUxpx,https://twitter.com/heidimontag/status/385969754751922176
@EvalynnKanyo,11:29 PM - 3 Oct 2013,@SammyLarochelle @heidimontag @spencerpratt Check #speidishow, ,https://twitter.com/EvalynnKanyo/status/385969783897743360
@JennetteUpNorth,11:29 PM - 3 Oct 2013,"@SammyLarochelle @heidimontag @spencerpratt I'm from Canada, too. Check the website. http://www.speidishow.com , stay glued to the #speidishow",http://t.co/2WkNWkDtDi,https://twitter.com/JennetteUpNorth/status/385969819930992640
@heidimontag,11:29 PM - 3 Oct 2013,RT @SammyLarochelle: WHERE CAN I WATCH THE #speidishow !? I am from CANADA. @heidimontag & @spencerpratt I LIVE FOR YOU!, ,https://twitter.com/heidimontag/status/385969903754547201
@WhyNoNoWriter,11:30 PM - 3 Oct 2013,"@spencerpratt Stuck on the 405. Big crash, Peanutbutter truck jacknifed into a marshmallow truck. FlufferNutter everywhere. #speidishow", ,https://twitter.com/WhyNoNoWriter/status/385970108570812416
@heidimontag,11:30 PM - 3 Oct 2013,Uhoh-- Bridesmaid in tears at 2:00 -- or is it 4 o’clock? 8 o'clock? Where is the clock? #speidishow http://speidishow.com ,http://t.co/B2NibztQ72,https://twitter.com/heidimontag/status/385970110152052736
@aphrodit3_j,11:31 PM - 3 Oct 2013,"Okay, I'll give you this: She's being really nice to that girl. #speidishow", ,https://twitter.com/aphrodit3_j/status/385970420848922624
@JennetteUpNorth,11:31 PM - 3 Oct 2013,"Oh--look at the sweet bridesmaid. She's looks adorable, why is she so sad? #speidishow", ,https://twitter.com/JennetteUpNorth/status/385970459587510272
@merleDLH,11:31 PM - 3 Oct 2013,Kleenex! Stat! #speidishow, ,https://twitter.com/merleDLH/status/385970471243509761
@SarahAnneJoulie,11:31 PM - 3 Oct 2013,Thank god #speidishow is on before #greysanatomy ! Otherwise I would be forced to choose & we all know how good I am at making decisions!!, ,https://twitter.com/SarahAnneJoulie/status/385970482702348288
@heidimontag,11:32 PM - 3 Oct 2013,"I mean I KNOW where the bridesmaid is, but never sure abt the clock.  Am I standing at the 6 or at the 12? I think she saw me! #speidishow", ,https://twitter.com/heidimontag/status/385970734105108481
@JennetteUpNorth,11:33 PM - 3 Oct 2013,@aphrodit3_j She's a nice person. She really helped Lauren out ALL THE TIME. Just sayin. #speidishow, ,https://twitter.com/JennetteUpNorth/status/385970798810255360
@EvalynnKanyo,11:33 PM - 3 Oct 2013,"@spencerpratt @heidimontag #speidishow That's the problem, too much whipping. Start over with new egg whites dude. @TestKitchen", ,https://twitter.com/EvalynnKanyo/status/385970804392882176
@spencerpratt,11:33 PM - 3 Oct 2013,RT @SarahAnneJoulie: Thank god #speidishow is on before #greysanatomy ! Otherwise I would be forced to choose...!!, ,https://twitter.com/spencerpratt/status/385970970047315968
@spencerpratt,11:34 PM - 3 Oct 2013,"RT @EvalynnKanyo: @spencerpratt @heidimontag #speidishow That's the problem, too much whipping. Start over with new egg whites dude....", ,https://twitter.com/spencerpratt/status/385971072585437185
@heidimontag,11:35 PM - 3 Oct 2013,It's the windowclinger bridesmaid & she looks like she's out for revenge.  Maybe I can duck into the kitchen to help you #speidishow, ,https://twitter.com/heidimontag/status/385971445966598144
@WhyNoNoWriter,11:35 PM - 3 Oct 2013,"@spencerpratt @heidimontag Okay, I made up that last part, but traffic is going nowhere. #speidishow", ,https://twitter.com/WhyNoNoWriter/status/385971447984041984
@spencerpratt,11:35 PM - 3 Oct 2013,@heidimontag Oops the cakecollapse. 2 tiers smooshed onto the bottom. Boss says we need Caterpillars? #speidishow, ,https://twitter.com/spencerpratt/status/385971448680304641
@heidimontag,11:35 PM - 3 Oct 2013,RT @ChloeSmith0603: Racing home to watch the #speidishow! :-) can't wait to see what antics @spencerpratt and @heidimontag get up to!, ,https://twitter.com/heidimontag/status/385971476710830081
@EvalynnKanyo,11:35 PM - 3 Oct 2013,@heidimontag The shirt looks so baggy on you. Just saying. #speidishow, ,https://twitter.com/EvalynnKanyo/status/385971480715997184
@merleDLH,11:36 PM - 3 Oct 2013,Holy crap! Bye bye cake!! #speidishow, ,https://twitter.com/merleDLH/status/385971673750446080
@JennetteUpNorth,11:36 PM - 3 Oct 2013,Ooooo---not good. Wedding cake catastrophe. #speidishow, ,https://twitter.com/JennetteUpNorth/status/385971726074400769
@merleDLH,11:37 PM - 3 Oct 2013,NOW they'll really need a box of Kleenex! And paper towels. Or a mop. #speidishow, ,https://twitter.com/merleDLH/status/385971860313092098
@donii_v,11:37 PM - 3 Oct 2013,@heidimontag first time hearing about the #speidishow where do I watch???, ,https://twitter.com/donii_v/status/385971936313868288
@JennetteUpNorth,11:37 PM - 3 Oct 2013,@EvalynnKanyo @heidimontag Hey--it looks super cute. Very now. #speidishow, ,https://twitter.com/JennetteUpNorth/status/385971944752816129
@aphrodit3_j,11:37 PM - 3 Oct 2013,Come on. They did that on purpose to create drama. #speidishow, ,https://twitter.com/aphrodit3_j/status/385972020053151744
@EvalynnKanyo,11:38 PM - 3 Oct 2013,"#speidishow @spencerpratt Re cake collapse, just salvage pieces of cake and rebuild when you get to church. Can Freddy fetch more frosting?", ,https://twitter.com/EvalynnKanyo/status/385972060553363456
@merleDLH,11:38 PM - 3 Oct 2013,@evalynnkanyo @heidimontag Baggy is not the wordI would choose. #speidishow, ,https://twitter.com/merleDLH/status/385972250752466944
@BigasYaz,11:39 PM - 3 Oct 2013,@1D_BoyBrat  Check it out #speidishow Thursdays at 8Pac and here http://speidishow.com ,http://t.co/uNg4vN4vsX,https://twitter.com/BigasYaz/status/385972366633082880
@SarahAnneJoulie,11:39 PM - 3 Oct 2013,@spencerpratt may be an ass but he is an ass you have to love . Right @heidimontag? #neveradullmoment   #speidishow, ,https://twitter.com/SarahAnneJoulie/status/385972386639540225
@tyleerxo,11:39 PM - 3 Oct 2013,@heidimontag @spencerpratt #speidishow is the best show I have seen!! So happy you guys are back <3, ,https://twitter.com/tyleerxo/status/385972518948859906
@tinseltwinkles,11:40 PM - 3 Oct 2013,What the hell is the #speidishow netprov? Am I the only person that doesn't get it?, ,https://twitter.com/tinseltwinkles/status/385972652193492992
@KjilFugelsang,11:41 PM - 3 Oct 2013,#speidishow Heidi's so darned sweet how she helped the bridesmade. Wow. Puppy dog eyes., ,https://twitter.com/KjilFugelsang/status/385972806280036352
@JennetteUpNorth,11:41 PM - 3 Oct 2013,@tyleerxo @heidimontag @spencerpratt I know--very entertaining!! Takes my mind off the darkness and the cold #speidishow, ,https://twitter.com/JennetteUpNorth/status/385972897941958656
@SpeidiShow,11:41 PM - 3 Oct 2013,RT @tyleerxo: @heidimontag @spencerpratt #speidishow is the best show I have seen!! So happy you guys are back <3, ,https://twitter.com/SpeidiShow/status/385973025751195648
@heidimontag,11:41 PM - 3 Oct 2013,Aw thanks.  Bigger problems now! RT @KjilFugelsang: #speidishow Heidi's so darned sweet how she helped the bridesmade. Wow. Puppy dog eyes., ,https://twitter.com/heidimontag/status/385973042993979392
@JennetteUpNorth,11:42 PM - 3 Oct 2013,@heidimontag He certainly needs some help--that cake is falling apart. #speidishow, ,https://twitter.com/JennetteUpNorth/status/385973061297516544
@WhyNoNoWriter,11:43 PM - 3 Oct 2013,Cool! RT @SpeidiShow: RT @tyleerxo: @heidimontag @spencerpratt #speidishow is the best show I have seen!! So happy you guys are back <3, ,https://twitter.com/WhyNoNoWriter/status/385973355314438144
@aphrodit3_j,11:43 PM - 3 Oct 2013,"Seriously, this is the only life you have. You don't have to spend it this way. #speidishow", ,https://twitter.com/aphrodit3_j/status/385973392412639232
@merleDLH,11:44 PM - 3 Oct 2013,"FWIW, I think you're sweet, too @heidimontag! #speidishow", ,https://twitter.com/merleDLH/status/385973553918521345
@KjilFugelsang,11:44 PM - 3 Oct 2013,@heidimontag retweeted 'me' OM & G!!! #speidishow, ,https://twitter.com/KjilFugelsang/status/385973576404590592
@spencerpratt,11:45 PM - 3 Oct 2013,But I’ve got no time! What can I use??  Anyone know of some Macgyverstyle Tarapillars? #cakefail #speidishow, ,https://twitter.com/spencerpratt/status/385973856131121152
@heidimontag,11:45 PM - 3 Oct 2013,@spencerpratt: You need something to support the tiers. #speidishow, ,https://twitter.com/heidimontag/status/385973856684740608
@WhyNoNoWriter,11:45 PM - 3 Oct 2013,@heidimontag @spencerpratt Sorry guys. Bummer-to-Bummer out here as they say on KCRW #publicradioplug #speidishow, ,https://twitter.com/WhyNoNoWriter/status/385973971797434368
@EvalynnKanyo,11:45 PM - 3 Oct 2013,@WhyNoNoWriter @heidimontag @spencerpratt #speidishow, ,https://twitter.com/EvalynnKanyo/status/385973986867154944
@spencerpratt,11:46 PM - 3 Oct 2013,"Um, yeah, what??? RT @heidimontag: @spencerpratt: You need something to support the tiers. #speidishow", ,https://twitter.com/spencerpratt/status/385974171588902912
@spencerpratt,11:47 PM - 3 Oct 2013,Excuses RT: @WhyNoNoWriter @heidimontag @spencerpratt Sorry guys. Bummer-to-Bummer out here as they say on KCRW #publicradioplug #speidishow, ,https://twitter.com/spencerpratt/status/385974365583867904
@merleDLH,11:47 PM - 3 Oct 2013,Chopsticks? #speidishow, ,https://twitter.com/merleDLH/status/385974394788409344
@EvalynnKanyo,11:47 PM - 3 Oct 2013,"@spencerpratt #cakefail #speidishow Build a hollow base for the cake with styrofoam, then glue cake chunks on outside with frosting.", ,https://twitter.com/EvalynnKanyo/status/385974480234745859
@ChloeSmith0603,11:47 PM - 3 Oct 2013,Finally made it home! I hope I didn't miss too much of the #speidishow, ,https://twitter.com/ChloeSmith0603/status/385974538485235712
@merleDLH,11:48 PM - 3 Oct 2013,Tennis ball cans?? #speidishow, ,https://twitter.com/merleDLH/status/385974609146679296
@JennetteUpNorth,11:48 PM - 3 Oct 2013,Um--crystal glasses? That might work? #speidishow, ,https://twitter.com/JennetteUpNorth/status/385974628776030208
@Jennigrace4,11:48 PM - 3 Oct 2013,I must live under a rock!!  How did I miss the #speidishow?  @heidimontag @spencerpratt where can I see it again??  #lovemyspeidi #plshelp, ,https://twitter.com/Jennigrace4/status/385974638561751040
@KjilFugelsang,11:48 PM - 3 Oct 2013,@spencerpratt Try supporting the cake with beercans! #speidishow, ,https://twitter.com/KjilFugelsang/status/385974638985359360
@JennetteUpNorth,11:49 PM - 3 Oct 2013,"@EvalynnKanyo @spencerpratt Glue?!? Um, they have to eat this. #speidishow", ,https://twitter.com/JennetteUpNorth/status/385974839464325120
@merleDLH,11:49 PM - 3 Oct 2013,Are those Day of the Dead figures on top of the cake? Creepy. #speidishow, ,https://twitter.com/merleDLH/status/385975013431443456
@spencerpratt,11:49 PM - 3 Oct 2013,Um... not a tennis-themed wedding RT @merleDLH: Tennis ball cans?? #speidishow, ,https://twitter.com/spencerpratt/status/385975051671322624
@EvalynnKanyo,11:50 PM - 3 Oct 2013,@spencerpratt #speidishow #cakefail Make sure to use tons of frosting on outside. No one eats the center of the cake anyway., ,https://twitter.com/EvalynnKanyo/status/385975200652599296
@aphrodit3_j,11:51 PM - 3 Oct 2013,"Seriously, you can use glue on the cake. Just have a sheet cake in back you actually serve. #speidishow #cakefail", ,https://twitter.com/aphrodit3_j/status/385975312988651520
@JennetteUpNorth,11:51 PM - 3 Oct 2013,Dang--they better figure something out fast!!! Show's almost over. #speidishow, ,https://twitter.com/JennetteUpNorth/status/385975346895400960
@heidimontag,11:51 PM - 3 Oct 2013,"No, silly, they melted during flambe incident RT @merleDLH: Are those Day of the Dead figures on top of the cake? Creepy. #speidishow", ,https://twitter.com/heidimontag/status/385975391216992256
@KjilFugelsang,11:51 PM - 3 Oct 2013,#speidishow #cakefail What is that THING on the top of the cake?!  Porpoises? http://speidishow.com/ ,http://t.co/vpym3jeJJ7,https://twitter.com/KjilFugelsang/status/385975452743266304
@EvalynnKanyo,11:51 PM - 3 Oct 2013,#speidishow WTF. Table favors made out of Radko ornaments? Recipe for disaster. Never mind the #cakefail, ,https://twitter.com/EvalynnKanyo/status/385975460938514432
@heidimontag,11:51 PM - 3 Oct 2013,"Srsly? RT @aphrodit3_j: Seriously, you can use glue on the cake. Just have a sheet cake in back you actually serve. #speidishow #cakefail", ,https://twitter.com/heidimontag/status/385975533986918400
@EvalynnKanyo,11:52 PM - 3 Oct 2013,What did @spencerpratt just say about Wally? #speidishow, ,https://twitter.com/EvalynnKanyo/status/385975593340125184
@JennetteUpNorth,11:52 PM - 3 Oct 2013,"I guess that cake fix would work. Nobody eats cake in LA anyway, right?  #speidishow", ,https://twitter.com/JennetteUpNorth/status/385975747988307968
@WhyNoNoWriter,11:52 PM - 3 Oct 2013,"@SpencerPratt @heidimontag Um, doesn't sound like things are going to well there.  Sorry I can't be there. #speidishow", ,https://twitter.com/WhyNoNoWriter/status/385975762572292096
@merleDLH,11:52 PM - 3 Oct 2013,W-w-wully. Maybe it's a British thing or something. #speidishow, ,https://twitter.com/merleDLH/status/385975792494080000
@cory8321,11:53 PM - 3 Oct 2013,Where can I find the show?? Can't find it anywhere???? #speidishow, ,https://twitter.com/cory8321/status/385975815252361216
@JennetteUpNorth,11:53 PM - 3 Oct 2013,"@EvalynnKanyo @spencerpratt I think he said ""WuhReally."" Ha #speidishow", ,https://twitter.com/JennetteUpNorth/status/385975876740841472
@ChloeSmith0603,11:53 PM - 3 Oct 2013,What about drinking straws to support the tiers? I've seen it done :)  @spencerpratt @heidimontag #speidishow, ,https://twitter.com/ChloeSmith0603/status/385975899327176704
